"CODE","LOCATION","TYPE","RATING (MAX = 5)","Address","Description","Long Description","Tags_Creation_Description","Ticket Info","image_path","open_time","close_time","coordinate","tags","image_url"
"FB030","Saigon Grill Restaurant","F&B","4.6","91 Pasteur, Top Floor Terrace , Saigon Royal Building | Ben Nghe Ward, District 1, Ho Chi Minh City 700000, Vietnam","Rooftop restaurant with views of local landmarks and delicious Vietnamese specialties","Saigon Grill Restaurant offers a delightful dining experience with stunning views. Located on a rooftop terrace, it provides panoramic vistas of Ho Chi Minh City's landmarks. The menu features a variety of delicious Vietnamese specialties prepared with fresh, local ingredients. Enjoy the cool breeze and vibrant atmosphere while savoring authentic flavors.","","9.0","https://ak-d.tripcdn.com/images/0102l12000d601kxc99C2.jpg","16:00","23:00","10.7769024, 106.6992778","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888706/FB030.jpg"
"FB031","MOO BEEF STEAK PRIME","F&B","4.8","35 Ngô Đức Kế, Phường Sài Gòn, Quận 1, Hồ Chí Minh, Vietnam","Famous popular restaurant known for high-quality, tender steaks","MOO BEEF STEAK PRIME is a popular restaurant known for its high-quality and tender steaks. The restaurant offers a prime selection of cuts, cooked to perfection. The ambiance is upscale and modern, making it perfect for special occasions. Indulge in a juicy steak and enjoy a memorable dining experience.","","65.0","https://ak-d.tripcdn.com/images/0103x12000o8bv1v66723.jpg","10:30","22:00","10.7732065, 106.7056656","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888707/FB031.jpg"
"FB032","MAD House","F&B","3.0","6/1/2 Ngyuen U Di, Thao Dien, Quan 2, Hcmc, Ho Chi Minh City 700000, Vietnam","MAD House is a lively and unconventional restaurant.","MAD House is a unique and vibrant restaurant that offers a lively and unconventional dining experience. The decor is eclectic and whimsical, creating a fun and inviting atmosphere. The menu features a variety of international dishes with a creative twist. It's a perfect spot for those looking for something different and exciting.","","11.0","https://ak-d.tripcdn.com/images/10050g0000007qe8063BF.jpg","08:00","22:00","10.8053693, 106.7418423","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888714/FB032.jpg"
"FB033","QUAN BUI - Original","F&B","4.8","19 Ngo Van Nam Ben Nghe Ward, 1, Ho Chi Minh City 700000 Vietnam","A renowned establishment with artistic flair, preparing healthy cuisine using traditional recipes","QUAN BUI - Original is a renowned restaurant that combines artistic flair with healthy cuisine. They focus on preparing dishes using traditional recipes and fresh, locally sourced ingredients. The atmosphere is charming and welcoming, adorned with artistic touches. It's a place where you can enjoy a delicious and nourishing meal in a creative setting.","","16.0","https://ak-d.tripcdn.com/images/0105112000bd2jbssA2D8.jpg","07:00","23:00","10.7813148, 106.7058729","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888716/FB033.jpg"
"FB034","Banh Mi Huynh Hoa","F&B","4.3","26 Đ. Lê Thị Riêng, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Vietnam","Banh Mi (205 recommendations) | In business for over 30 years","Banh Mi Huynh Hoa is a legendary sandwich shop that has been serving up delicious Banh Mi for over 30 years. They are known for their generous portions and flavorful fillings, packed into a crispy baguette. It's a must-try for anyone looking to experience the authentic taste of Vietnamese street food. Be prepared for a queue, as it's a popular spot among locals and tourists alike!","","3.0","https://ak-d.tripcdn.com/images/0105v12000fetrx7g4097.jpg","06:00","22:00","10.7715364, 106.6923977","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888718/FB034.jpg"
"FB035","Dong Pho Restaurant","F&B","4.6","57 Ho Xuan Huong Str, Dist 3, HCMC","Dong Pho Restaurant serves authentic Vietnamese cuisine.","Dong Pho Restaurant offers a delightful culinary journey through Vietnam with its authentic dishes. Using fresh, local ingredients, the chefs create flavorful and traditional meals. The restaurant provides a cozy and inviting atmosphere, perfect for families and friends. Experience the true taste of Vietnam at Dong Pho Restaurant, where quality and tradition meet.","","13.0","https://ak-d.tripcdn.com/images/0106312000d602i1t524C.png","10:00","21:00","10.7763759, 106.6875177","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888725/FB035.png"
"FB036","Ngon Restaurant","F&B","4.6","160 Pasteur, Ho Chi Minh City 7000 Vietnam","Crispy Vietnamese pancakes (Recommended by 143 people) | Chinese-French-Vietnamese fusion style","Ngon Restaurant is a culinary gem that offers a unique fusion of Chinese, French, and Vietnamese flavors. The restaurant is well-known for its crispy Vietnamese pancakes and also features a diverse menu. The ambiance is vibrant and inviting, making it ideal for both casual and special occasions. Ngon Restaurant promises an unforgettable dining experience with its innovative dishes and warm hospitality.","","18.0","https://ak-d.tripcdn.com/images/0104212000khx0elfB6F5.jpg","07:00","22:30","10.7774178, 106.6996655","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888727/FB036.jpg"
"FB037","Annam Cafe Gourmet","F&B","5.0","16-18 Hai Ba Trung St., Ben Nghe Ward.","It's a cafe serving gourmet Vietnamese cuisine.","Annam Cafe Gourmet is a charming cafe that specializes in serving gourmet Vietnamese cuisine. Using only the freshest and highest-quality ingredients, the cafe offers a delightful culinary experience. Guests can enjoy a variety of traditional Vietnamese dishes prepared with a modern twist. The cafe provides a relaxed and elegant atmosphere, perfect for a leisurely meal or a casual coffee break.","","9.0","https://ak-d.tripcdn.com/images/100c0g0000007qeyt4122.jpg","7:00","21:00","10.776794, 106.70507","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888735/FB037.jpg"
"FB038","AKUNA Restaurant","F&B","5.0","Le Méridien Saigon, Level 9, 3C Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam","A rooftop restaurant with spectacular night views and an incredibly satisfying signature burger","AKUNA Restaurant, located on the rooftop of Le Méridien Saigon, offers a spectacular dining experience with breathtaking city views. The restaurant is known for its incredibly satisfying signature burger and other gourmet dishes. Enjoy the vibrant atmosphere and impeccable service while savoring delicious food. AKUNA is the perfect spot for a memorable evening with friends or a romantic dinner.","","204.0","https://ak-d.tripcdn.com/images/0102212000jdroosj064D.jpg","18:00","22:00","10.7799889, 106.7073396","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888736/FB038.jpg"
"FB039","Barbecue Garden","F&B","4.5","448 Đường 3 Tháng 2, Phường 12, Quận 10, Thành phố Hồ Chí Minh","It's an outdoor barbecue restaurant.","Barbecue Garden is a fantastic outdoor restaurant specializing in delicious barbecued dishes. The restaurant offers a wide selection of meats, seafood, and vegetables, all grilled to perfection. Enjoy a casual and lively atmosphere with friends and family. Barbecue Garden is the ideal place to indulge in mouthwatering barbecue in a relaxed setting.","","15.0","https://ak-d.tripcdn.com/images/100i0k000000c9npuD836.jpg","09:00","23:00","10.7688969, 106.6683485","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888746/FB039.jpg"
"FB040","Mekong Merchant Saigon","F&B","3.0","23 Thao Dien | District 2, Ho Chi Minh City","It's a charming colonial villa restaurant with a lush garden setting.","Mekong Merchant Saigon is a charming restaurant housed in a colonial villa, complete with a lush garden setting. This creates a tranquil and picturesque dining atmosphere. The menu features a delightful selection of Vietnamese and international dishes, prepared with fresh ingredients and creative flair. Whether you're looking for a romantic dinner or a peaceful lunch, Mekong Merchant Saigon provides an unforgettable culinary experience.","","8.0","https://ak-d.tripcdn.com/images/100a0k000000c9bh400F0.jpg","07:00","23:00","10.8034332, 106.7375136","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888757/FB040.jpg"
"FB041","Chanh Bistro Rooftop Saigon","F&B","3.0","43-45 ho Tung Mau, Ben Nghe, Quan 01, Ho Chi Minh City 00000","Enjoy city views from the terrace and savor delicious Western cuisine","Chanh Bistro Rooftop Saigon offers stunning city views from its terrace, creating a perfect backdrop for a memorable dining experience. Specializing in delicious Western cuisine, the restaurant provides a diverse menu with expertly prepared dishes. The bistro has a stylish and contemporary ambiance, ideal for both casual gatherings and special occasions. Enjoy the combination of delectable food and breathtaking scenery at Chanh Bistro Rooftop Saigon.","","35.0","https://ak-d.tripcdn.com/images/100g0k000000cav92B688.jpg","10:30","23:00","10.7727413, 106.6956617","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888759/FB041.jpg"
"FB042","San Fu Lou Cantonese Kitchen","F&B","4.1","Ground Floor AB Tower, 76A Le Lai Street, District 1 Ho Chi Minh City, Vietnam 70","San Fu Lou offers refined Cantonese cuisine in a sophisticated setting.","San Fu Lou Cantonese Kitchen offers a refined dining experience with its exquisite Cantonese cuisine. The restaurant is located on the Ground Floor of AB Tower, creating a sophisticated and elegant atmosphere. The menu features a variety of traditional Cantonese dishes, prepared with high-quality ingredients and culinary expertise. San Fu Lou is the perfect place to enjoy an authentic and memorable Cantonese meal.","","21.0","https://ak-d.tripcdn.com/images/0104o1200086ig47tF4F0.jpg","7:00","2:30","10.7704659, 106.6942889","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888769/FB042.jpg"
"FB043","Pho Le","F&B","4.3","415 Nguyen Trai, Ho Chi Minh City 70000 Vietnam","Established in 1970, specializing in beef pho","Pho Le is a renowned pho establishment with a history dating back to 1970, offering a traditional Vietnamese dining experience. They specialize in beef pho with both rare and well-done options, complemented by flavorful broth and fresh herbs. The restaurant provides a casual and authentic setting, perfect for enjoying a comforting bowl of pho. It's a local favorite known for its consistent quality and generous portions.","","3.0","https://ak-d.tripcdn.com/images/0106q12000oext8phD09D.jpg","6:00","23:59","10.7552959, 106.6735196","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888771/FB043.jpg"
"FB044","Pho Hoa Pasteur","F&B","4.7","260C Pasteur, Phường 8, Quận 3, Thành phố Hồ Chí Minh","Traditional Vietnamese pho restaurant that has stood strong in the industry for decades with its distinctive flavors","Pho Hoa Pasteur is one of the most well-known pho restaurants in Ho Chi Minh City, specializing in Southern-style pho. The broth is rich and flavorful, and the noodles are always cooked to perfection. You can customize your bowl with a variety of toppings, such as beef, chicken, or vegetables. The restaurant is always busy, but the service is quick and efficient.","","5.0","https://ak-d.tripcdn.com/images/10040n000000ei5414901.jpg","06:00","22:30","10.7867054, 106.6892593","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888772/FB044.jpg"
"FB045","3G TROIS GOURMANDS","F&B","4.5","39 Tran Ngoc Dien Street, Thao Dien Ward, District 2, HCM City","Award-winning restaurant with world food honors, serving excellent French cuisine","3G TROIS GOURMANDS is a fine-dining establishment recognized for its exceptional French cuisine and world food honors. The menu features classic French dishes prepared with modern techniques and high-quality ingredients. The restaurant offers an elegant and romantic atmosphere, making it ideal for special occasions. Guests can expect impeccable service and a memorable culinary experience.","","99.0","https://ak-d.tripcdn.com/images/0104p12000jcoe2vb3EF4.jpg","11:30","23:00","10.8061141, 106.7406539","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888774/FB045.jpg"
"FB046","My Banh Mi","F&B","3.7","57 Nguyen Du Street, Ben Nghe Ward, District 1, Ho Chi Minh City 70000","A hidden gem of a bakery with a variety of sandwich flavors to choose from.","My Banh Mi is a delightful bakery known for its delicious and diverse selection of banh mi sandwiches. They use fresh ingredients and homemade bread to create flavorful and satisfying meals. Customers can choose from various fillings, including traditional Vietnamese flavors and unique fusion creations. This hidden gem offers a casual and affordable dining option for those seeking a quick and tasty bite.","","8.0","https://ak-d.tripcdn.com/images/100w0k000000cfwuz430D.jpg","9:30","19:30","10.7792353, 106.7005046","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888777/FB046.jpg"
"FB047","Mandarine Restaurant","F&B","4.3","11A Ngo Van Nam Street, Ben Nghe Ward, District 1, HCMC","A quaint and elegant Vietnamese restaurant that offers a variety of exciting live performances.","Mandarine Restaurant is housed in a beautifully restored colonial building, creating an intimate and refined atmosphere. The menu features classic Vietnamese dishes prepared with a modern twist, using only the freshest ingredients. They offer a wide range of dishes, from seafood to vegetarian options. In addition to the excellent cuisine, Mandarine Restaurant is known for its enchanting live traditional music and dance performances.","","62.0","https://ak-d.tripcdn.com/images/0101l12000jdqsrnu453D.jpg","11:30","22:00","10.781083, 106.706074","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888779/FB047.jpg"
"FB048","Le Jardin","F&B","4.0","31 Thai Van Lung, Ben Nghe, District 1, Ho Chi Minh","Le Jardin is a restaurant with a lush, garden-like atmosphere.","Le Jardin offers a tranquil escape from the bustling city with its beautiful, garden-like setting. The restaurant's menu features a mix of French and Vietnamese cuisine, prepared with fresh, local ingredients. Diners can enjoy their meals surrounded by lush greenery and a peaceful ambiance. It is a perfect spot for a romantic dinner or a relaxing lunch with friends.","","25.0","https://ak-d.tripcdn.com/images/100k0g0000007q77k77EE.jpg","11:30","21:00","10.7800089, 106.7033491","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888787/FB048.jpg"
"FB049","Anan Saigon","F&B","4.6","89 Ton That Dam, D1, HCMC","Anan Saigon serves inventive, modern Vietnamese cuisine.","Anan Saigon is led by award-winning chef Peter Cuong Franklin, who reimagines Vietnamese street food with modern techniques and global influences. The restaurant's tasting menus offer a culinary journey through Vietnam's diverse flavors and ingredients. The rooftop bar provides stunning views of the city skyline, complementing the innovative cuisine. Anan Saigon is a must-visit destination for foodies seeking a unique and unforgettable dining experience.","","126.0","https://ak-d.tripcdn.com/images/0106q12000jdr819cB1A4.jpg","17:00","23:00","10.771729, 106.702893","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888794/FB049.jpg"
"FB050","The Workshop","F&B","4.3","27 Ngo Duc Ke, P. Ben Nghe, Q.1 (2nd floor), Ho Chi Minh City, Vietnam","The Workshop offers artisanal, handcrafted cuisine in a creative setting.","The Workshop offers a unique dining experience with its emphasis on artisanal and handcrafted cuisine. Located on the second floor of a historic building, the restaurant has a creative and inspiring atmosphere. They focus on using fresh, locally sourced ingredients to create dishes that are both delicious and visually appealing. The Workshop is a great place to enjoy a leisurely meal and discover new flavors.","","6.0","https://ak-d.tripcdn.com/images/0105u12000knbv1l84CCA.jpg","8:00","20:30","10.7734764, 106.7056037","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888802/FB050.jpg"
"FB051","La Fiesta","F&B","4.0","128 Ly Tu Trong, Ben Thanh Ward, Quan 1, Ho Chi Minh City, Vietnam, 0000","La Fiesta is a lively Mexican restaurant.","This vibrant restaurant brings the flavors of Mexico to Saigon with a menu full of classic dishes and modern twists. Enjoy tacos, enchiladas, and margaritas in a colorful and energetic setting. La Fiesta is known for its lively atmosphere and friendly service, making it a great spot for groups and celebrations. The restaurant often features live music, adding to the festive ambiance.","","14.0","https://ak-d.tripcdn.com/images/0103t12000bd2jskg7605.jpg","11:00","22:00","10.7738714, 106.6966781","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888811/FB051.jpg"
"FB052","Ciao Bella IL Primo","F&B","5.3","11 Dong Du Street District 1, Ho Chi Minh City Vietnam Vietnam","Ciao Bella IL Primo is a premier Italian restaurant.","Ciao Bella IL Primo offers a refined Italian dining experience with a focus on fresh, high-quality ingredients. Their menu features a wide range of classic Italian dishes, from handmade pasta to wood-fired pizzas and succulent seafood. The elegant setting, combined with attentive service, makes it perfect for special occasions or a romantic dinner. Don't forget to explore their extensive wine list for the perfect pairing.","","33.0","https://ak-d.tripcdn.com/images/0104212000bcu914y3474.jpg","11:00","22:00","10.776279, 106.7050189","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888819/FB052.jpg"
"FB053","The View Rooftop Bar","F&B","4.3","On the 9th floor of Duc Vuong Hotel, 195 Đ. Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh 700000, Vietnam","A rooftop bar offering spectacular views.","Located atop the Duc Vuong Hotel, The View Rooftop Bar provides a stunning panoramic vista of Ho Chi Minh City. Guests can relax and enjoy a wide selection of cocktails, beers, and wines while taking in the vibrant cityscape. The bar features comfortable seating and a relaxed ambiance, making it an ideal spot for both daytime lounging and evening gatherings. Enjoy the cool breeze and breathtaking sunset views.","","12.0","https://ak-d.tripcdn.com/images/0105b12000h5x44f366A8.jpg","7:00","2:00","10.7657195, 106.6910607","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888826/FB053.jpg"
"FB054","Nha Tu Restaurant","F&B","5.0","129/4 Vo Van Tan Street, Vo Thi Sau Ward, District 3, Ho Chi Minh City","Nha Tu Restaurant is a uniquely themed eatery designed to resemble a prison.","Dine in a unique and intriguing setting at Nha Tu Restaurant, where the decor and ambiance are designed to resemble a prison. This themed restaurant offers a wide range of Vietnamese dishes with a creative presentation. Experience a memorable meal in a one-of-a-kind environment, perfect for adventurous diners and those seeking a novel culinary experience. It's an unusual spot that promises both good food and a memorable story.","","18.0","https://ak-d.tripcdn.com/images/0101012000o23hkl967AB.jpg","10:00","22:30","10.7751517, 106.6895494","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888831/FB054.jpg"
"FB055","Nha Hang Tan Hai Van","F&B","4.0","164 Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh","Nha Hang Tan Hai Van offers authentic Vietnamese cuisine.","Nha Hang Tan Hai Van serves up authentic Vietnamese flavors in a traditional setting. This popular restaurant offers a wide array of local specialties, from pho to fresh seafood and flavorful stir-fries. With its central location and reasonable prices, it's a great choice for both locals and tourists looking to experience genuine Vietnamese cuisine. The friendly staff and cozy atmosphere add to the overall dining experience.","","8.0","https://ak-d.tripcdn.com/images/0101j12000neld3893F1E.jpg","0:00","23:59","10.7693245, 106.6903112","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888838/FB055.jpg"
"FB056","HOME SAIGON","F&B","4.7","216/4 Dien Bien Phu, Ward 4, District 3, Ho Chi Minh City","HOME SAIGON offers authentic, home-style Vietnamese cuisine in a welcoming atmosphere.","Experience the warmth of Vietnamese hospitality at HOME SAIGON, where traditional recipes are prepared with love and care. The restaurant specializes in creating authentic, home-style Vietnamese dishes that evoke a sense of nostalgia and comfort. Enjoy a variety of regional specialties in a cozy and inviting setting that feels just like home. The attentive service and charming decor add to the overall experience.","","55.0","https://ak-d.tripcdn.com/images/100112000000t2wzl181C.jpg","11:00","22:00","10.7831137, 106.6896044","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888845/FB056.jpg"
"FB057","Maison Marou Flagship Saigon","F&B","4.3","167 – 169 CALMETTE ST, D1, HCMC","Maison Marou Flagship Saigon is a premier cafe offering exquisite Vietnamese craft chocolate and treats.","Indulge in the rich and complex flavors of Vietnamese craft chocolate at Maison Marou Flagship Saigon. This cafe offers a wide range of exquisite chocolate creations, from bars and bonbons to pastries and beverages. Experience the journey from bean to bar with their meticulously crafted products, all made with locally sourced ingredients. The cafe's elegant setting and knowledgeable staff make it a must-visit destination for chocolate lovers.","","11.0","https://ak-d.tripcdn.com/images/0103i12000oeym18e9211.jpg","09:00","22:30","10.7695947, 106.6978034","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888857/FB057.jpg"
"FB058","Ocean Palace","F&B","4.5","2 Le Duan, Ben Nghe, District 1, Ho Chi Minh","It's a grand restaurant specializing in seafood.","Ocean Palace is a sophisticated seafood restaurant offering a luxurious dining experience. Indulge in a wide selection of fresh catches prepared with both traditional and modern culinary techniques. The restaurant boasts an elegant interior, attentive service, and a refined ambiance, making it perfect for special occasions or a memorable meal with friends and family. Explore the extensive menu and savor the flavors of the sea.","","16.0","https://ak-d.tripcdn.com/images/0102a12000nelrcezF67B.jpg","9:00","23:00","10.7873697, 106.7044803","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888869/FB058.jpg"
