CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Tags_Creation_Description,Ticket Info,image_path,open_time,close_time,coordinate,tags,image_url
AC022,JW Marriott Hotel & Suites Saigon,Accommodation,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward",A luxury hotel offering exceptional service and upscale amenities in District 1.,"JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882034/AC022.webp
AC023,The Noble Swan Hotel Saigon,Accommodation,4,229 Đ. Lê Thánh Tôn,A stylish hotel offering a comfortable stay in a central location.,The Noble Swan Hotel Saigon is a 3-star hotel in Ho Chi Minh City. Rated 8.0/10 by 213 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe Triple Room Non Smoking With Complimentary Daily Snack' with 1 queen bed and 1 single bed. Clean and tidy|Convenient location,Clean and tidy|Convenient location,~₫800000/night (approx. $32),https://ak-d.tripcdn.com/images/1mc6212000duvef6417AF_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77221, 106.69652",Clean and tidy|Convenient location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882036/AC023.webp
AC024,Nicecy Hotel Suites & Spa,Accommodation,4.5,"8B-8C Đ. Lê Thánh Tôn, Street",Provides comfortable suites with spa services in a convenient location.,Nicecy Hotel Suites & Spa is a 3-star hotel in Ho Chi Minh City. Rated 8.9/10 by 233 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Suite With Bathtub And City View' with 1 queen bed. Great location|Clean pool,Great location|Clean pool,~₫1450000/night (approx. $58),https://ak-d.tripcdn.com/images/1mc6112000j5lpxhaE379_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.78173, 106.70549",Great location|Clean pool,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882037/AC024.webp
AC025,Hilton Saigon,Accommodation,4.6,11 Me Linh Square,A contemporary hotel offering excellent amenities in a prime location.,Hilton Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 453 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Twin Room' with 2 single beds. Delicious breakfast|Great view,Delicious breakfast|Great view,~₫8525000/night (approx. $341),https://ak-d.tripcdn.com/images/1mc1k12000dii2la85338_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775048, 106.705661",Delicious breakfast|Great view,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882038/AC025.webp
AC026,Cochin Zen Hotel,Accommodation,4.3,"46 Thủ Khoa Huân, Street",A boutique hotel offering a tranquil escape in the bustling city center.,Cochin Zen Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.6/10 by 383 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe Double Room without Window' with 1 queen bed. Delicious breakfast|Clean pool,Delicious breakfast|Clean pool,~₫1225000/night (approx. $49),https://ak-d.tripcdn.com/images/22070u000000jxj5sA3EB_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.774508, 106.696757",Delicious breakfast|Clean pool,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882040/AC026.webp
AC027,Your Homes River Gate Premium,Accommodation,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium offers modern apartments with stunning river views.,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882041/AC027.webp
AC028,Mai House Saigon Hotel,Accommodation,4.7,157 Đ. Nam Kỳ Khởi Nghĩa,A boutique hotel with a blend of Vietnamese charm and modern comforts.,Mai House Saigon Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.4/10 by 669 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Premium King Room' with 1 queen bed. Delicious breakfast|Great swimming pool,Delicious breakfast|Great swimming pool,~₫4350000/night (approx. $174),https://ak-d.tripcdn.com/images/200b1a0000019edlaA36F_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.782241, 106.691871",Delicious breakfast|Great swimming pool,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882043/AC028.webp
AC029,Windsor Plaza Hotel,Accommodation,4.5,"18 Đ. An D. Vương, Street",A luxurious hotel offering a wide range of amenities and services.,"Windsor Plaza Hotel is a 5-star hotel in Ho Chi Minh City. Rated 8.9/10 by 1,385 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Deluxe Room Non Smoking' with 1 double bed or 2 single beds. Delicious breakfast|Large rooms",Delicious breakfast|Large rooms,~₫1800000/night (approx. $72),https://ak-d.tripcdn.com/images/1mc2v12000molshulA723_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.757939, 106.67357",Delicious breakfast|Large rooms,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882044/AC029.webp
AC030,Landmark Plus By Somi Luxstay,Accommodation,4.5,"Vinhomes, 208 Nguyen Huu Canh",Stylish apartments with excellent views and convenient access to local attractions.,Landmark Plus By Somi Luxstay is a 4-star hotel in Ho Chi Minh City. Rated 9.0/10 by 747 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is '1 Bedroom Apartment (Classic)' with 1 queen bed. Many amenities|Located downtown,Many amenities|Located downtown,~₫1125000/night (approx. $45),https://ak-d.tripcdn.com/images/1mc2312000g8t4zu759E6_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.795524, 106.719203",Many amenities|Located downtown,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882045/AC030.webp
AC031,Lani Living - Residence & Hotel in District 1,Accommodation,4.8,"100 Co Giang Street, Co Giang Ward","A well-situated residence and hotel in the heart of District 1, perfect for exploring the city.",Lani Living - Residence & Hotel in District 1 is a 4-star hotel in Ho Chi Minh City. Rated 9.5/10 by 39 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Deluxe Studio' with 1 queen bed. Great amenities|Great service,Great amenities|Great service,~₫1775000/night (approx. $71),https://ak-d.tripcdn.com/images/1mc4u12000mwmc3uu6EA2_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.763126, 106.694768",Great amenities|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882047/AC031.webp
AC032,InterContinental Grand Ho Tram,Accommodation,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City",InterContinental Grand Ho Tram is a luxurious resort offering beachfront relaxation.,"InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882049/AC032.webp
AC033,MIN' Apartment - Rivergate Residence Downtown BUI VIEN - FREE POOL,Accommodation,4.4,151 Ben Van Don,"A comfortable apartment with a free pool, located near the vibrant Bui Vien street.",MIN' Apartment - Rivergate Residence Downtown BUI VIEN - FREE POOL is a 4-star hotel in Ho Chi Minh City. Rated 8.8/10 by 182 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Standard Studio' with 1 queen bed. Convenient location|Great value for money,Convenient location|Great value for money,~₫775000/night (approx. $31),https://ak-d.tripcdn.com/images/0205112000ehd7nzo699B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.762228, 106.699147",Convenient location|Great value for money,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882050/AC033.webp
AC034,Riverside Hotel In Saigon,Accommodation,4.3,"18-19-20 Đ. Tôn Đức Thắng, Bến Nghé","A charming hotel situated along the Saigon River, offering picturesque views.",Riverside Hotel In Saigon is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 246 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Deluxe' with 1 queen bed or 2 single beds. Great location|Great view,Great location|Great view,~₫875000/night (approx. $35),https://ak-d.tripcdn.com/images/0586012000cs4mi9iB4D2_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.773773, 106.706252",Great location|Great view,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882052/AC034.webp
AC035,Metropole Luxury Apartment By Somi,Accommodation,4.5,"No 5, D6 Street, An Khanh Ward","Luxurious apartments in a prime location, offering modern amenities and city views.",Metropole Luxury Apartment By Somi is a 4-star hotel in Ho Chi Minh City. Rated 9.1/10 by 469 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is '1 Bedroom Apartment' with 1 queen bed. Many amenities|Located downtown,Many amenities|Located downtown,~₫1625000/night (approx. $65),https://ak-d.tripcdn.com/images/1mc3512000h777ha5D3F1_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77727, 106.712675",Many amenities|Located downtown,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882053/AC035.webp
AC036,Jasmine Hotel,Accommodation,4.2,283/25  Pham Ngu Lao street,A comfortable and affordable hotel centrally located in District 1.,Jasmine Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.4/10 by 277 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is '2-bed Room' with 2 single beds. Great value for money|Located downtown,Great value for money|Located downtown,~₫500000/night (approx. $20),https://ak-d.tripcdn.com/images/1mc3x12000efr38dqF832_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.767285, 106.691185",Great value for money|Located downtown,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882054/AC036.webp
AC037,Condotel Imperial Landmark 81- SomiLuxstay,Accommodation,4.5,"720A Dien Bien Phu, Ward 22","Stylish condotel units in the iconic Landmark 81 building, offering breathtaking city views.",Condotel Imperial Landmark 81- SomiLuxstay is a 4-star hotel in Ho Chi Minh City. Rated 8.9/10 by 344 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Deluxe Apartment Two Bedroom' with 2 queen beds. Great view|Many amenities,Great view|Many amenities,~₫2275000/night (approx. $91),https://ak-d.tripcdn.com/images/1mc3x12000mqr8ij976F9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.795112, 106.722096",Great view|Many amenities,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882056/AC037.webp
AC038,Luxury Riverside Apartment Landmark 81 & Vinhomes,Accommodation,4.5,"720A Dien Bien Phu, Vinhomes Tan Cang",Offers modern and luxurious riverside apartments within the prestigious Landmark 81 and Vinhomes area.,Luxury Riverside Apartment Landmark 81 & Vinhomes is a 3-star hotel in Ho Chi Minh City. Rated 9.0/10 by 124 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is '1-Bedroom Condo' with 1 king bed and 1 sofa bed. Great stay!|Great service,Great stay!|Great service,~₫1025000/night (approx. $41),https://ak-d.tripcdn.com/images/1mc5e12000jn6m3j212A9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.795112, 106.722096",Great stay!|Great service,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882057/AC038.webp
AC039,Paradise Saigon Boutique Hotel & Spa,Accommodation,4.3,288 Đ. Lê Thánh Tôn,A relaxing boutique hotel and spa in the heart of the backpacker district.,Paradise Saigon Boutique Hotel & Spa is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 235 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Premium Twin Room City View' with 2 single beds. Clean pool|Great swimming pool,Clean pool|Great swimming pool,~₫1975000/night (approx. $79),https://ak-d.tripcdn.com/images/1mc0b12000bkal4vg7612_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.771523, 106.694935",Clean pool|Great swimming pool,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882059/AC039.webp
AC040,Sheraton Saigon Grand Opera Hotel,Accommodation,4.7,"88 Dong Khoi, Sai Gon Ward",A luxurious hotel located next to the Saigon Opera House.,"Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),https://ak-d.tripcdn.com/images/1mc3112000icibkvj724E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882060/AC040.webp
AC041,JW Marriott Hotel & Suites Saigon,Accommodation,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward",A luxury hotel offering exceptional service and upscale amenities in District 1.,"JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882062/AC041.webp
AC042,Roseland Sweet Hotel,Accommodation,4.6,04 Cao Ba Quat,Roseland Sweet Hotel offers comfortable accommodations in the heart of District 1.,"Roseland Sweet Hotel is a 4-star hotel in Ho Chi Minh City. Rated 9.2/10 by 1,665 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Deluxe Double Room' with 1 queen bed. Delicious breakfast|Great for business trips",Delicious breakfast|Great for business trips,~₫3025000/night (approx. $121),https://ak-d.tripcdn.com/images/1mc5z12000b6hqve6C1F9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77836, 106.70455",Delicious breakfast|Great for business trips,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882063/AC042.webp
AC043,Luxury Royal Landmark 81 & Vinhomes,Accommodation,4.8,"720A Dien Bien Phu, Vinhomes Tan Cang",Luxury Royal Landmark 81 & Vinhomes provides upscale living with stunning city views.,Luxury Royal Landmark 81 & Vinhomes is a 4-star hotel in Ho Chi Minh City. Rated 9.5/10 by 42 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is '1 Bedroom Apartment' with 1 queen bed. ,,~₫1025000/night (approx. $41),https://ak-d.tripcdn.com/images/1mc5n12000ekikrtn4FB0_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.795112, 106.722096",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882065/AC043.webp
AC044,Pullman Saigon Centre,Accommodation,4.5,148 Tran Hung Dao,Pullman Saigon Centre is a modern hotel with excellent amenities and a central location.,Pullman Saigon Centre is a 5-star hotel in Ho Chi Minh City. Rated 9.0/10 by 588 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Superior King Room' with 1 king bed. Delicious breakfast|Great for business trips,Delicious breakfast|Great for business trips,~₫4350000/night (approx. $174),https://ak-d.tripcdn.com/images/1mc3t12000chqn98zBF09_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.764335, 106.691666",Delicious breakfast|Great for business trips,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882066/AC044.webp
AC045,Au Lac Charner Hotel,Accommodation,4.4,"87-89-91 Đ. Hồ Tùng Mậu, Bến Nghé",Au Lac Charner Hotel boasts a prime location close to major attractions in District 1.,Au Lac Charner Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.8/10 by 241 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Hamelin Executive Double Room' with 1 queen bed. Clean pool|Great swimming pool,Clean pool|Great swimming pool,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/22010w000000kr7dr586F_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.772125, 106.703525",Clean pool|Great swimming pool,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882068/AC045.webp
AC046,Your Homes River Gate Premium,Accommodation,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium offers modern apartments with stunning river views.,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882069/AC046.webp
AC047,The Cozy Inn Hotel,Accommodation,4.2,"51 Co Giang, Cau Ong Lanh Ward",The Cozy Inn Hotel provides affordable and comfortable accommodation in a convenient location.,The Cozy Inn Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.5/10 by 61 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Family Suite' with 1 double bed and 3 single beds. Great service|Great rooms,Great service|Great rooms,~₫1150000/night (approx. $46),https://ak-d.tripcdn.com/images/1mc2e12000l1d2jkf9163_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.764058, 106.696219",Great service|Great rooms,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882070/AC047.webp
AC048,M Village Hotel Tao Dan Park,Accommodation,4.5,14 Trương Định,M Village Hotel Tao Dan Park is a charming hotel near Tao Dan Park offering a peaceful stay.,M Village Hotel Tao Dan Park is a 4-star hotel in Ho Chi Minh City. Rated 9.1/10 by 679 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Superior Room' with 1 queen bed. Convenient location|Great for business trips,Convenient location|Great for business trips,~₫1600000/night (approx. $64),https://ak-d.tripcdn.com/images/1mc4w12000im3pzfa84B6_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.776686, 106.691239",Convenient location|Great for business trips,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882071/AC048.webp
AC049,A25 Hotel - 277 Le Thanh Ton,Accommodation,4.5,277B Le Thanh Ton,A25 Hotel - 277 Le Thanh Ton offers modern rooms in the bustling Ben Thanh area.,A25 Hotel - 277 Le Thanh Ton is a 3-star hotel in Ho Chi Minh City. Rated 9.0/10 by 122 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Superior Double' with 1 queen bed. Convenient location|Delicious breakfast,Convenient location|Delicious breakfast,~₫975000/night (approx. $39),https://ak-d.tripcdn.com/images/1mc5y12000essgg7o3574_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77167, 106.69558",Convenient location|Delicious breakfast,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761882073/AC049.webp
